fips,class,n,normalized_n,freq,primary_org_cat,TotalPopulation
02122,Research & Think Tank,5,8.516291665956975e-5,0.04716981132075472,Religious,58711
02122,Social & Fraternal,14,2.3845616664679533e-4,0.1320754716981132,Religious,58711
02122,Unions,1,1.703258333191395e-5,0.009433962264150943,Religious,58711
02122,Youth,2,3.40651666638279e-5,0.018867924528301886,Religious,58711
02130,Arts & Cultural,4,2.8696463160915415e-4,0.15384615384615385,Religious,13939
02130,Hobby & Sports,2,1.4348231580457708e-4,0.07692307692307693,Religious,13939
02130,Housing,1,7.174115790228854e-5,0.038461538461538464,Religious,13939
02130,Political,1,7.174115790228854e-5,0.038461538461538464,Religious,13939
02130,Professional,2,1.4348231580457708e-4,0.07692307692307693,Religious,13939
02130,Religious,7,5.021881053160198e-4,0.2692307692307692,Religious,13939
02130,Research & Think Tank,1,7.174115790228854e-5,0.038461538461538464,Religious,13939
02130,Social & Fraternal,6,4.3044694741373125e-4,0.23076923076923078,Religious,13939
02130,Unions,1,7.174115790228854e-5,0.038461538461538464,Religious,13939
02130,Youth,1,7.174115790228854e-5,0.038461538461538464,Religious,13939
02150,Arts & Cultural,1,7.565441065214103e-5,0.045454545454545456,Religious,13218
02150,Community,1,7.565441065214103e-5,0.045454545454545456,Religious,13218
02150,Economic,2,1.5130882130428205e-4,0.09090909090909091,Religious,13218
02150,Education,3,2.2696323195642307e-4,0.13636363636363635,Religious,13218
02150,Healthcare,1,7.565441065214103e-5,0.045454545454545456,Religious,13218
02150,Political,1,7.565441065214103e-5,0.045454545454545456,Religious,13218
02150,Professional,1,7.565441065214103e-5,0.045454545454545456,Religious,13218
02150,Religious,7,5.295808745649871e-4,0.3181818181818182,Religious,13218
02150,Research & Think Tank,1,7.565441065214103e-5,0.045454545454545456,Religious,13218
02150,Social & Fraternal,3,2.2696323195642307e-4,0.13636363636363635,Religious,13218
02150,Youth,1,7.565441065214103e-5,0.045454545454545456,Religious,13218
02164,Religious,1,0.0010141987829614604,1,Religious,986
02170,Arts & Cultural,5,4.681341110601365e-5,0.04132231404958678,Religious,106807
02170,Community,8,7.490145776962184e-5,0.06611570247933884,Religious,106807
02170,Economic,9,8.426413999082457e-5,0.0743801652892562,Religious,106807
02170,Education,14,1.3107755109683823e-4,0.11570247933884298,Religious,106807
02170,Foundations,1,9.36268222120273e-6,0.008264462809917356,Religious,106807
02170,Healthcare,5,4.681341110601365e-5,0.04132231404958678,Religious,106807
02170,Hobby & Sports,15,1.4044023331804094e-4,0.12396694214876033,Religious,106807
02170,Housing,6,5.617609332721638e-5,0.049586776859504134,Religious,106807
02170,Professional,5,4.681341110601365e-5,0.04132231404958678,Religious,106807
02170,Religious,27,2.5279241997247374e-4,0.2231404958677686,Religious,106807
02170,Social & Fraternal,18,1.6852827998164915e-4,0.1487603305785124,Religious,106807
02170,Youth,8,7.490145776962184e-5,0.06611570247933884,Religious,106807
02180,Community,1,9.930486593843098e-5,0.5,Community,10070
02180,Religious,1,9.930486593843098e-5,0.5,Community,10070
02185,Hobby & Sports,1,9.203865623561896e-5,1,Hobby & Sports,10865
02188,Housing,1,1.286008230452675e-4,1,Housing,7776
02195,Healthcare,1,2.969121140142518e-4,0.5,Healthcare,3368
02195,Professional,1,2.969121140142518e-4,0.5,Healthcare,3368
02220,Arts & Cultural,2,2.3479690068091102e-4,0.10526315789473684,Religious,8518
02220,Economic,2,2.3479690068091102e-4,0.10526315789473684,Religious,8518
02220,Foundations,1,1.1739845034045551e-4,0.05263157894736842,Religious,8518
02220,Healthcare,2,2.3479690068091102e-4,0.10526315789473684,Religious,8518
02220,Hobby & Sports,1,1.1739845034045551e-4,0.05263157894736842,Religious,8518
02220,Housing,1,1.1739845034045551e-4,0.05263157894736842,Religious,8518
02220,Political,1,1.1739845034045551e-4,0.05263157894736842,Religious,8518
02220,Religious,5,5.869922517022776e-4,0.2631578947368421,Religious,8518
02220,Social & Fraternal,3,3.521953510213665e-4,0.15789473684210525,Religious,8518
02220,Unions,1,1.1739845034045551e-4,0.05263157894736842,Religious,8518
02230,Economic,1,7.524454477050414e-4,1,Economic,1329
02240,Religious,2,2.920134326179004e-4,0.6666666666666666,Religious,6849
02240,Social & Fraternal,1,1.460067163089502e-4,0.3333333333333333,Religious,6849
02275,Foundations,1,4.6253469010175765e-4,1,Foundations,2162
02290,Religious,1,1.8406037180195104e-4,1,Religious,5433
01001,Community,3,5.1511873486838715e-5,0.06382978723404255,Social & Fraternal,58239
01001,Economic,3,5.1511873486838715e-5,0.06382978723404255,Social & Fraternal,58239
01001,Education,1,1.7170624495612906e-5,0.02127659574468085,Social & Fraternal,58239
01001,Foundations,2,3.434124899122581e-5,0.0425531914893617,Social & Fraternal,58239
01001,Healthcare,1,1.7170624495612906e-5,0.02127659574468085,Social & Fraternal,58239
01001,Hobby & Sports,2,3.434124899122581e-5,0.0425531914893617,Social & Fraternal,58239
01001,Professional,2,3.434124899122581e-5,0.0425531914893617,Social & Fraternal,58239
01001,Religious,14,2.4038874293858068e-4,0.2978723404255319,Social & Fraternal,58239
01001,Social & Fraternal,17,2.919006164254194e-4,0.3617021276595745,Social & Fraternal,58239
01001,Youth,2,3.434124899122581e-5,0.0425531914893617,Social & Fraternal,58239
01003,Arts & Cultural,2,8.805491104252611e-6,0.012903225806451613,Social & Fraternal,227131
01003,Community,8,3.5221964417010445e-5,0.05161290322580645,Social & Fraternal,227131
01003,Economic,5,2.201372776063153e-5,0.03225806451612903,Social & Fraternal,227131
01003,Education,9,3.9624709969136756e-5,0.05806451612903226,Social & Fraternal,227131
01003,Foundations,6,2.6416473312757835e-5,0.03870967741935484,Social & Fraternal,227131
01003,Healthcare,6,2.6416473312757835e-5,0.03870967741935484,Social & Fraternal,227131
01003,Hobby & Sports,13,5.7235692177641975e-5,0.08387096774193549,Social & Fraternal,227131
01003,Housing,3,1.3208236656378918e-5,0.01935483870967742,Social & Fraternal,227131
01003,Professional,6,2.6416473312757835e-5,0.03870967741935484,Social & Fraternal,227131
01003,Religious,38,1.6730433098079963e-4,0.24516129032258063,Social & Fraternal,227131
01003,Research & Think Tank,5,2.201372776063153e-5,0.03225806451612903,Social & Fraternal,227131
01003,Social & Fraternal,46,2.0252629539781007e-4,0.2967741935483871,Social & Fraternal,227131
01003,Youth,8,3.5221964417010445e-5,0.05161290322580645,Social & Fraternal,227131
01005,Community,1,3.958984916267469e-5,0.027777777777777776,Social & Fraternal,25259
01005,Economic,3,1.1876954748802407e-4,0.08333333333333333,Social & Fraternal,25259
01005,Education,2,7.917969832534938e-5,0.05555555555555555,Social & Fraternal,25259
01005,Foundations,2,7.917969832534938e-5,0.05555555555555555,Social & Fraternal,25259
01005,Professional,2,7.917969832534938e-5,0.05555555555555555,Social & Fraternal,25259
01005,Religious,8,3.167187933013975e-4,0.2222222222222222,Social & Fraternal,25259
01005,Social & Fraternal,18,7.126172849281445e-4,0.5,Social & Fraternal,25259
01007,Economic,2,8.92379082634303e-5,0.09090909090909091,Social & Fraternal,22412
01007,Education,1,4.461895413171515e-5,0.045454545454545456,Social & Fraternal,22412
01007,Healthcare,1,4.461895413171515e-5,0.045454545454545456,Social & Fraternal,22412
01007,Hobby & Sports,1,4.461895413171515e-5,0.045454545454545456,Social & Fraternal,22412
01007,Religious,2,8.92379082634303e-5,0.09090909090909091,Social & Fraternal,22412
01007,Social & Fraternal,13,5.80046403712297e-4,0.5909090909090909,Social & Fraternal,22412
01007,Youth,2,8.92379082634303e-5,0.09090909090909091,Social & Fraternal,22412
01009,Arts & Cultural,2,3.396508389375722e-5,0.08695652173913043,Religious,58884
01009,Economic,1,1.698254194687861e-5,0.043478260869565216,Religious,58884
01009,Foundations,1,1.698254194687861e-5,0.043478260869565216,Religious,58884
01009,Healthcare,2,3.396508389375722e-5,0.08695652173913043,Religious,58884
01009,Hobby & Sports,1,1.698254194687861e-5,0.043478260869565216,Religious,58884
01009,Professional,1,1.698254194687861e-5,0.043478260869565216,Religious,58884
01009,Religious,6,1.0189525168127165e-4,0.2608695652173913,Religious,58884
01009,Social & Fraternal,5,8.491270973439304e-5,0.21739130434782608,Religious,58884
01009,Unions,1,1.698254194687861e-5,0.043478260869565216,Religious,58884
01009,Youth,3,5.0947625840635824e-5,0.13043478260869565,Religious,58884
01011,Arts & Cultural,1,9.628345850182938e-5,0.2,Arts & Cultural,10386
01011,Economic,1,9.628345850182938e-5,0.2,Arts & Cultural,10386
01011,Foundations,1,9.628345850182938e-5,0.2,Arts & Cultural,10386
01011,Social & Fraternal,1,9.628345850182938e-5,0.2,Arts & Cultural,10386
01011,Youth,1,9.628345850182938e-5,0.2,Arts & Cultural,10386
01013,Arts & Cultural,1,5.213492518638236e-5,0.043478260869565216,Social & Fraternal,19181
01013,Community,1,5.213492518638236e-5,0.043478260869565216,Social & Fraternal,19181
01013,Economic,3,1.5640477555914708e-4,0.13043478260869565,Social & Fraternal,19181
01013,Foundations,1,5.213492518638236e-5,0.043478260869565216,Social & Fraternal,19181
01013,Hobby & Sports,2,1.0426985037276472e-4,0.08695652173913043,Social & Fraternal,19181
01013,Professional,1,5.213492518638236e-5,0.043478260869565216,Social & Fraternal,19181
01013,Religious,2,1.0426985037276472e-4,0.08695652173913043,Social & Fraternal,19181
01013,Research & Think Tank,1,5.213492518638236e-5,0.043478260869565216,Social & Fraternal,19181
01013,Social & Fraternal,10,5.213492518638236e-4,0.43478260869565216,Social & Fraternal,19181
01013,Unions,1,5.213492518638236e-5,0.043478260869565216,Social & Fraternal,19181
01015,Community,4,3.435688211294825e-5,0.042105263157894736,Social & Fraternal,116425
01015,Economic,5,4.294610264118531e-5,0.05263157894736842,Social & Fraternal,116425
01015,Education,2,1.7178441056474126e-5,0.021052631578947368,Social & Fraternal,116425
01015,Foundations,1,8.589220528237063e-6,0.010526315789473684,Social & Fraternal,116425
01015,Healthcare,2,1.7178441056474126e-5,0.021052631578947368,Social & Fraternal,116425
01015,Hobby & Sports,6,5.1535323169422375e-5,0.06315789473684211,Social & Fraternal,116425
01015,Housing,2,1.7178441056474126e-5,0.021052631578947368,Social & Fraternal,116425
01015,Political,2,1.7178441056474126e-5,0.021052631578947368,Social & Fraternal,116425
01015,Professional,6,5.1535323169422375e-5,0.06315789473684211,Social & Fraternal,116425
01015,Religious,18,1.546059695082671e-4,0.18947368421052632,Social & Fraternal,116425
01015,Social & Fraternal,37,3.178011595447713e-4,0.3894736842105263,Social & Fraternal,116425
01015,Unions,1,8.589220528237063e-6,0.010526315789473684,Social & Fraternal,116425
01015,Youth,9,7.730298475413356e-5,0.09473684210526316,Social & Fraternal,116425
01017,Community,1,2.8707584543836483e-5,0.047619047619047616,Social & Fraternal,34834
01017,Economic,2,5.7415169087672966e-5,0.09523809523809523,Social & Fraternal,34834
01017,Healthcare,1,2.8707584543836483e-5,0.047619047619047616,Social & Fraternal,34834
01017,Professional,3,8.612275363150944e-5,0.14285714285714285,Social & Fraternal,34834
01017,Religious,6,1.7224550726301888e-4,0.2857142857142857,Social & Fraternal,34834
01017,Social & Fraternal,8,2.2966067635069186e-4,0.38095238095238093,Social & Fraternal,34834
01019,Community,1,4.004004004004004e-5,0.047619047619047616,Social & Fraternal,24975
01019,Economic,3,1.2012012012012012e-4,0.14285714285714285,Social & Fraternal,24975
01019,Education,2,8.008008008008008e-5,0.09523809523809523,Social & Fraternal,24975
01019,Foundations,3,1.2012012012012012e-4,0.14285714285714285,Social & Fraternal,24975
01019,Hobby & Sports,1,4.004004004004004e-5,0.047619047619047616,Social & Fraternal,24975
01019,Religious,2,8.008008008008008e-5,0.09523809523809523,Social & Fraternal,24975
01019,Research & Think Tank,2,8.008008008008008e-5,0.09523809523809523,Social & Fraternal,24975
01019,Social & Fraternal,5,2.002002002002002e-4,0.23809523809523808,Social & Fraternal,24975
01019,Unions,1,4.004004004004004e-5,0.047619047619047616,Social & Fraternal,24975
01019,Youth,1,4.004004004004004e-5,0.047619047619047616,Social & Fraternal,24975
01021,Arts & Cultural,2,4.458612925518871e-5,0.08695652173913043,Social & Fraternal,44857
01021,Economic,2,4.458612925518871e-5,0.08695652173913043,Social & Fraternal,44857
01021,Education,2,4.458612925518871e-5,0.08695652173913043,Social & Fraternal,44857
01021,Foundations,1,2.2293064627594354e-5,0.043478260869565216,Social & Fraternal,44857
01021,Hobby & Sports,2,4.458612925518871e-5,0.08695652173913043,Social & Fraternal,44857
01021,Professional,1,2.2293064627594354e-5,0.043478260869565216,Social & Fraternal,44857
01021,Religious,2,4.458612925518871e-5,0.08695652173913043,Social & Fraternal,44857
01021,Social & Fraternal,6,1.3375838776556612e-4,0.2608695652173913,Social & Fraternal,44857
01021,Unions,3,6.687919388278306e-5,0.13043478260869565,Social & Fraternal,44857
01021,Youth,2,4.458612925518871e-5,0.08695652173913043,Social & Fraternal,44857
01023,Education,2,1.5634771732332708e-4,0.13333333333333333,Religious,12792
01023,Hobby & Sports,1,7.817385866166354e-5,0.06666666666666667,Religious,12792
01023,Political,1,7.817385866166354e-5,0.06666666666666667,Religious,12792
01023,Professional,1,7.817385866166354e-5,0.06666666666666667,Religious,12792
01023,Religious,4,3.1269543464665416e-4,0.26666666666666666,Religious,12792
01023,Social & Fraternal,2,1.5634771732332708e-4,0.13333333333333333,Religious,12792
01023,Unions,3,2.3452157598499062e-4,0.2,Religious,12792
01023,Youth,1,7.817385866166354e-5,0.06666666666666667,Religious,12792
01025,Economic,1,4.28338901739056e-5,0.1,Social & Fraternal,23346
01025,Hobby & Sports,1,4.28338901739056e-5,0.1,Social & Fraternal,23346
01025,Professional,1,4.28338901739056e-5,0.1,Social & Fraternal,23346
01025,Religious,1,4.28338901739056e-5,0.1,Social & Fraternal,23346
01025,Social & Fraternal,6,2.5700334104343357e-4,0.6,Social & Fraternal,23346
01027,Economic,1,7.050197405527355e-5,0.125,Social & Fraternal,14184
01027,Education,1,7.050197405527355e-5,0.125,Social & Fraternal,14184
01027,Hobby & Sports,1,7.050197405527355e-5,0.125,Social & Fraternal,14184
01027,Social & Fraternal,3,2.1150592216582064e-4,0.375,Social & Fraternal,14184
01027,Unions,1,7.050197405527355e-5,0.125,Social & Fraternal,14184
01027,Youth,1,7.050197405527355e-5,0.125,Social & Fraternal,14184
01029,Housing,1,6.646284726837697e-5,0.16666666666666666,Social & Fraternal,15046
01029,Professional,1,6.646284726837697e-5,0.16666666666666666,Social & Fraternal,15046
01029,Religious,1,6.646284726837697e-5,0.16666666666666666,Social & Fraternal,15046
01029,Social & Fraternal,2,1.3292569453675395e-4,0.3333333333333333,Social & Fraternal,15046
01029,Youth,1,6.646284726837697e-5,0.16666666666666666,Social & Fraternal,15046
01031,Arts & Cultural,1,1.8852628999113928e-5,0.03125,Social & Fraternal,53043
01031,Community,5,9.426314499556963e-5,0.15625,Social & Fraternal,53043
01031,Education,1,1.8852628999113928e-5,0.03125,Social & Fraternal,53043
01031,Healthcare,2,3.7705257998227856e-5,0.0625,Social & Fraternal,53043
01031,Hobby & Sports,3,5.655788699734178e-5,0.09375,Social & Fraternal,53043
01031,Housing,1,1.8852628999113928e-5,0.03125,Social & Fraternal,53043
01031,Political,2,3.7705257998227856e-5,0.0625,Social & Fraternal,53043
01031,Professional,1,1.8852628999113928e-5,0.03125,Social & Fraternal,53043
01031,Religious,7,1.3196840299379748e-4,0.21875,Social & Fraternal,53043
01031,Social & Fraternal,8,1.5082103199291142e-4,0.25,Social & Fraternal,53043
01031,Unions,1,1.8852628999113928e-5,0.03125,Social & Fraternal,53043
01033,Arts & Cultural,1,1.7609044005000968e-5,0.02,Social & Fraternal,56789
01033,Community,3,5.282713201500291e-5,0.06,Social & Fraternal,56789
01033,Economic,4,7.043617602000387e-5,0.08,Social & Fraternal,56789
01033,Education,2,3.5218088010001936e-5,0.04,Social & Fraternal,56789
01033,Hobby & Sports,4,7.043617602000387e-5,0.08,Social & Fraternal,56789
01033,Political,3,5.282713201500291e-5,0.06,Social & Fraternal,56789
01033,Professional,2,3.5218088010001936e-5,0.04,Social & Fraternal,56789
01033,Religious,7,1.232633080350068e-4,0.14,Social & Fraternal,56789
01033,Research & Think Tank,1,1.7609044005000968e-5,0.02,Social & Fraternal,56789
01033,Social & Fraternal,12,2.1130852806001163e-4,0.24,Social & Fraternal,56789
01033,Unions,5,8.804522002500484e-5,0.1,Social & Fraternal,56789
01033,Youth,1,1.7609044005000968e-5,0.02,Social & Fraternal,56789
01035,Economic,1,8.490405841399219e-5,0.2,Economic,11778
01035,Professional,1,8.490405841399219e-5,0.2,Economic,11778
01035,Religious,1,8.490405841399219e-5,0.2,Economic,11778
01035,Social & Fraternal,1,8.490405841399219e-5,0.2,Economic,11778
01035,Youth,1,8.490405841399219e-5,0.2,Economic,11778
01037,Healthcare,1,9.57670944263551e-5,0.3333333333333333,Healthcare,10442
01037,Professional,1,9.57670944263551e-5,0.3333333333333333,Healthcare,10442
01037,Social & Fraternal,1,9.57670944263551e-5,0.3333333333333333,Healthcare,10442
01039,Community,1,2.6673779674579886e-5,0.03225806451612903,Social & Fraternal,37490
01039,Economic,1,2.6673779674579886e-5,0.03225806451612903,Social & Fraternal,37490
01039,Healthcare,2,5.334755934915977e-5,0.06451612903225806,Social & Fraternal,37490
01039,Hobby & Sports,2,5.334755934915977e-5,0.06451612903225806,Social & Fraternal,37490
01039,Professional,4,1.0669511869831955e-4,0.12903225806451613,Social & Fraternal,37490
01039,Religious,7,1.8671645772205922e-4,0.22580645161290322,Social & Fraternal,37490
01039,Research & Think Tank,1,2.6673779674579886e-5,0.03225806451612903,Social & Fraternal,37490
01039,Social & Fraternal,13,3.4675913576953855e-4,0.41935483870967744,Social & Fraternal,37490
01041,Community,1,7.518796992481203e-5,0.125,Healthcare,13300
01041,Healthcare,2,1.5037593984962405e-4,0.25,Healthcare,13300
01041,Hobby & Sports,1,7.518796992481203e-5,0.125,Healthcare,13300
01041,Professional,1,7.518796992481203e-5,0.125,Healthcare,13300
01041,Religious,1,7.518796992481203e-5,0.125,Healthcare,13300
01041,Social & Fraternal,2,1.5037593984962405e-4,0.25,Healthcare,13300
01043,Arts & Cultural,3,3.4431704713700375e-5,0.047619047619047616,Religious,87129
01043,Community,2,2.2954469809133583e-5,0.031746031746031744,Religious,87129
01043,Economic,3,3.4431704713700375e-5,0.047619047619047616,Religious,87129
01043,Education,3,3.4431704713700375e-5,0.047619047619047616,Religious,87129
01043,Foundations,2,2.2954469809133583e-5,0.031746031746031744,Religious,87129
01043,Healthcare,6,6.886340942740075e-5,0.09523809523809523,Religious,87129
01043,Hobby & Sports,3,3.4431704713700375e-5,0.047619047619047616,Religious,87129
01043,Housing,2,2.2954469809133583e-5,0.031746031746031744,Religious,87129
01043,Religious,18,2.0659022828220226e-4,0.2857142857142857,Religious,87129
01043,Research & Think Tank,1,1.1477234904566792e-5,0.015873015873015872,Religious,87129
01043,Social & Fraternal,15,1.7215852356850187e-4,0.23809523809523808,Religious,87129
01043,Unions,3,3.4431704713700375e-5,0.047619047619047616,Religious,87129
01043,Youth,2,2.2954469809133583e-5,0.031746031746031744,Religious,87129
01045,Community,1,2.022530995287503e-5,0.04,Religious,49443
01045,Education,1,2.022530995287503e-5,0.04,Religious,49443
01045,Hobby & Sports,1,2.022530995287503e-5,0.04,Religious,49443
01045,Professional,1,2.022530995287503e-5,0.04,Religious,49443
01045,Religious,8,1.6180247962300023e-4,0.32,Religious,49443
01045,Social & Fraternal,8,1.6180247962300023e-4,0.32,Religious,49443
01045,Unions,1,2.022530995287503e-5,0.04,Religious,49443
01045,Youth,4,8.090123981150012e-5,0.16,Religious,49443
01047,Arts & Cultural,1,2.5534957356621214e-5,0.01818181818181818,Religious,39162
01047,Community,1,2.5534957356621214e-5,0.01818181818181818,Religious,39162
01047,Economic,5,1.2767478678310607e-4,0.09090909090909091,Religious,39162
01047,Education,2,5.106991471324243e-5,0.03636363636363636,Religious,39162
01047,Foundations,1,2.5534957356621214e-5,0.01818181818181818,Religious,39162
01047,Healthcare,4,1.0213982942648486e-4,0.07272727272727272,Religious,39162
01047,Hobby & Sports,3,7.660487206986364e-5,0.05454545454545454,Religious,39162
01047,Housing,2,5.106991471324243e-5,0.03636363636363636,Religious,39162
01047,Political,8,2.042796588529697e-4,0.14545454545454545,Religious,39162
01047,Religious,13,3.319544456360758e-4,0.23636363636363636,Religious,39162
01047,Social & Fraternal,11,2.808845309228334e-4,0.2,Religious,39162
01047,Youth,4,1.0213982942648486e-4,0.07272727272727272,Religious,39162
01049,Community,4,5.5901836375324926e-5,0.09302325581395349,Social & Fraternal,71554
01049,Economic,1,1.3975459093831232e-5,0.023255813953488372,Social & Fraternal,71554
01049,Healthcare,1,1.3975459093831232e-5,0.023255813953488372,Social & Fraternal,71554
01049,Hobby & Sports,1,1.3975459093831232e-5,0.023255813953488372,Social & Fraternal,71554
01049,Political,1,1.3975459093831232e-5,0.023255813953488372,Social & Fraternal,71554
01049,Professional,1,1.3975459093831232e-5,0.023255813953488372,Social & Fraternal,71554
01049,Religious,13,1.8168096821980602e-4,0.3023255813953488,Social & Fraternal,71554
01049,Social & Fraternal,18,2.515582636889622e-4,0.4186046511627907,Social & Fraternal,71554
01049,Unions,1,1.3975459093831232e-5,0.023255813953488372,Social & Fraternal,71554
01049,Youth,2,2.7950918187662463e-5,0.046511627906976744,Social & Fraternal,71554
01051,Community,2,2.2949991967502812e-5,0.0425531914893617,Social & Fraternal,87146
01051,Education,2,2.2949991967502812e-5,0.0425531914893617,Social & Fraternal,87146
01051,Healthcare,4,4.5899983935005624e-5,0.0851063829787234,Social & Fraternal,87146
01051,Hobby & Sports,6,6.884997590250844e-5,0.1276595744680851,Social & Fraternal,87146
01051,Housing,3,3.442498795125422e-5,0.06382978723404255,Social & Fraternal,87146
01051,Political,1,1.1474995983751406e-5,0.02127659574468085,Social & Fraternal,87146
01051,Professional,2,2.2949991967502812e-5,0.0425531914893617,Social & Fraternal,87146
01051,Religious,9,1.0327496385376265e-4,0.19148936170212766,Social & Fraternal,87146
01051,Social & Fraternal,15,1.7212493975627107e-4,0.3191489361702128,Social & Fraternal,87146
01051,Youth,3,3.442498795125422e-5,0.06382978723404255,Social & Fraternal,87146
01053,Economic,6,1.6269421622061337e-4,0.2222222222222222,Religious,36879
01053,Education,2,5.423140540687112e-5,0.07407407407407407,Religious,36879
01053,Healthcare,2,5.423140540687112e-5,0.07407407407407407,Religious,36879
01053,Hobby & Sports,1,2.711570270343556e-5,0.037037037037037035,Religious,36879
01053,Professional,1,2.711570270343556e-5,0.037037037037037035,Religious,36879
01053,Religious,7,1.8980991892404893e-4,0.25925925925925924,Religious,36879
01053,Social & Fraternal,6,1.6269421622061337e-4,0.2222222222222222,Religious,36879
01053,Unions,1,2.711570270343556e-5,0.037037037037037035,Religious,36879
01053,Youth,1,2.711570270343556e-5,0.037037037037037035,Religious,36879
01055,Arts & Cultural,4,3.8659295627633664e-5,0.043010752688172046,Social & Fraternal,103468
01055,Community,3,2.899447172072525e-5,0.03225806451612903,Social & Fraternal,103468
01055,Economic,6,5.79889434414505e-5,0.06451612903225806,Social & Fraternal,103468
